"name","dateTicks","variable","value"
"Miami-OH",636705060384800000,"upperLevelPrice",2.4
"Miami-OH",636707772012733312,"upperLevelPrice",3
"Northern Illinois",1,"lowerLevelPrice",5
"Northern Illinois",636453168726083072,"lowerLevelPrice",5
"Northern Illinois",636453168726083200,"lowerLevelPrice",5
"Northern Illinois",636683246158333312,"lowerLevelPrice",5
"Northern Illinois",636705060384800000,"lowerLevelPrice",5
"Northern Illinois",636707772012733312,"lowerLevelPrice",5
"Northern Illinois",1,"upperLevelPrice",3
"Northern Illinois",636453168726083072,"upperLevelPrice",3
"Northern Illinois",636453168726083200,"upperLevelPrice",3
"Northern Illinois",636683246158333312,"upperLevelPrice",3
"Northern Illinois",636705060384800000,"upperLevelPrice",2.4
"Northern Illinois",636707772012733312,"upperLevelPrice",3
"Kent State",1,"lowerLevelPrice",5
"Kent State",636453168726589952,"lowerLevelPrice",5
"Kent State",636453168726589952,"lowerLevelPrice",5
"Kent State",636683246158333312,"lowerLevelPrice",5
"Kent State",636705060384800000,"lowerLevelPrice",5
"Kent State",636707772012733312,"lowerLevelPrice",5
"Kent State",1,"upperLevelPrice",3
"Kent State",636453168726589952,"upperLevelPrice",3
"Kent State",636453168726589952,"upperLevelPrice",3
"Kent State",636683246158333312,"upperLevelPrice",3
"Kent State",636705060384800000,"upperLevelPrice",2.4
"Kent State",636707772012733312,"upperLevelPrice",3
"Akron",1,"lowerLevelPrice",5
"Akron",636453168727101696,"lowerLevelPrice",5
"Akron",636453168727101696,"lowerLevelPrice",5
"Akron",636683246158333312,"lowerLevelPrice",5
"Akron",636705060384800000,"lowerLevelPrice",5
"Akron",636707772012733312,"lowerLevelPrice",5
"Akron",1,"upperLevelPrice",3
"Akron",636453168727101696,"upperLevelPrice",3
"Akron",636453168727101696,"upperLevelPrice",3
"Akron",636683246158333312,"upperLevelPrice",3
"Akron",636705060384800000,"upperLevelPrice",2.4
"Akron",636707772012733312,"upperLevelPrice",3
"Buffalo",1,"lowerLevelPrice",5
"Buffalo",636453168727609344,"lowerLevelPrice",5
"Buffalo",636453168727609472,"lowerLevelPrice",5
"Buffalo",636683246158333312,"lowerLevelPrice",5
"Buffalo",636705060384800000,"lowerLevelPrice",5
"Buffalo",636707772012733312,"lowerLevelPrice",5
"Buffalo",1,"upperLevelPrice",3
"Buffalo",636453168727609344,"upperLevelPrice",3
"Buffalo",636453168727609472,"upperLevelPrice",3
"Buffalo",636683246158333312,"upperLevelPrice",3
"Buffalo",636705060384800000,"upperLevelPrice",2.4
"Buffalo",636707772012733312,"upperLevelPrice",3
"Bowling Green",1,"lowerLevelPrice",5
"Bowling Green",636453168728192000,"lowerLevelPrice",5
"Bowling Green",636453168728192000,"lowerLevelPrice",5
"Bowling Green",636683246158333312,"lowerLevelPrice",5
"Bowling Green",636705060384800000,"lowerLevelPrice",5
"Bowling Green",636707772012733312,"lowerLevelPrice",5
"Bowling Green",1,"upperLevelPrice",3
"Bowling Green",636453168728192000,"upperLevelPrice",3
"Bowling Green",636453168728192000,"upperLevelPrice",3
"Bowling Green",636683246158333312,"upperLevelPrice",3
"Bowling Green",636705060384800000,"upperLevelPrice",2.4
"Bowling Green",636707772012733312,"upperLevelPrice",3
"Ball State",1,"lowerLevelPrice",5
"Ball State",636453168728702976,"lowerLevelPrice",5
"Ball State",636453168728702976,"lowerLevelPrice",5
"Ball State",636683246158333312,"lowerLevelPrice",5
"Ball State",636705060384800000,"lowerLevelPrice",5
"Ball State",636707772012733312,"lowerLevelPrice",5
"Ball State",1,"upperLevelPrice",3
"Ball State",636453168728702976,"upperLevelPrice",3
"Ball State",636453168728702976,"upperLevelPrice",3
"Ball State",636683246158333312,"upperLevelPrice",3
"Ball State",636705060384800000,"upperLevelPrice",2.4
"Ball State",636707772012733312,"upperLevelPrice",3
"Central Michigan",1,"lowerLevelPrice",5
"Central Michigan",636453168729207808,"lowerLevelPrice",5
"Central Michigan",636453168729207936,"lowerLevelPrice",5
"Central Michigan",636683246158333312,"lowerLevelPrice",5
"Central Michigan",636705060384800000,"lowerLevelPrice",5
"Central Michigan",636707772012733312,"lowerLevelPrice",5
"Central Michigan",1,"upperLevelPrice",3
"Central Michigan",636453168729207808,"upperLevelPrice",3
"Central Michigan",636453168729207936,"upperLevelPrice",3
"Central Michigan",636683246158333312,"upperLevelPrice",3
"Central Michigan",636705060384800000,"upperLevelPrice",2.4
"Central Michigan",636707772012733312,"upperLevelPrice",3
"Eastern Michigan",1,"lowerLevelPrice",12
"Eastern Michigan",636453168729791616,"lowerLevelPrice",12
"Eastern Michigan",636453168729791616,"lowerLevelPrice",12
"Eastern Michigan",636683246158333312,"lowerLevelPrice",12
"Eastern Michigan",636705060384800000,"lowerLevelPrice",12
"Eastern Michigan",636707772012733312,"lowerLevelPrice",12
"Eastern Michigan",1,"upperLevelPrice",8
"Eastern Michigan",636453168729791616,"upperLevelPrice",8
"Eastern Michigan",636453168729791616,"upperLevelPrice",8
"Eastern Michigan",636683246158333312,"upperLevelPrice",8
"Eastern Michigan",636705060384800000,"upperLevelPrice",6.4
"Eastern Michigan",636707772012733312,"upperLevelPrice",8
"Ohio",1,"lowerLevelPrice",5
"Ohio",636453168730295680,"lowerLevelPrice",5
"Ohio",636453168730295808,"lowerLevelPrice",5
"Ohio",636683246158333312,"lowerLevelPrice",5
"Ohio",636705060384800000,"lowerLevelPrice",5
"Ohio",636707772012733312,"lowerLevelPrice",5
"Ohio",1,"upperLevelPrice",3
"Ohio",636453168730295680,"upperLevelPrice",3
"Ohio",636453168730295808,"upperLevelPrice",3
"Ohio",636683246158333312,"upperLevelPrice",3
"Ohio",636705060384800000,"upperLevelPrice",2.4
"Ohio",636707772012733312,"upperLevelPrice",3
"Toledo",1,"lowerLevelPrice",15
"Toledo",636453168730799616,"lowerLevelPrice",15
"Toledo",636453168730799616,"lowerLevelPrice",15
"Toledo",636683246158333312,"lowerLevelPrice",15
"Toledo",636705060384800000,"lowerLevelPrice",15
"Toledo",636707772012733312,"lowerLevelPrice",15
"Toledo",1,"upperLevelPrice",10
"Toledo",636453168730799616,"upperLevelPrice",10
"Toledo",636453168730799616,"upperLevelPrice",10
"Toledo",636683246158333312,"upperLevelPrice",10
"Toledo",636705060384800000,"upperLevelPrice",8
"Toledo",636707772012733312,"upperLevelPrice",10
"Western Michigan",1,"lowerLevelPrice",5
"Western Michigan",636453168731300864,"lowerLevelPrice",5
"Western Michigan",636453168731300992,"lowerLevelPrice",5
"Western Michigan",636683246158333312,"lowerLevelPrice",5
"Western Michigan",636705060384800000,"lowerLevelPrice",5
"Western Michigan",636707772012733312,"lowerLevelPrice",5
"Western Michigan",1,"upperLevelPrice",3
"Western Michigan",636453168731300864,"upperLevelPrice",3
"Western Michigan",636453168731300992,"upperLevelPrice",3
"Western Michigan",636683246158333312,"upperLevelPrice",3
"Western Michigan",636705060384800000,"upperLevelPrice",2.4
"Western Michigan",636707772012733312,"upperLevelPrice",3
"Wyoming",1,"lowerLevelPrice",5
"Wyoming",636453168731805056,"lowerLevelPrice",5
"Wyoming",636453168731805184,"lowerLevelPrice",5
"Wyoming",636683246158333312,"lowerLevelPrice",5
"Wyoming",636705060384800000,"lowerLevelPrice",5
"Wyoming",636707772012733312,"lowerLevelPrice",5
"Wyoming",1,"upperLevelPrice",3
"Wyoming",636453168731805056,"upperLevelPrice",3
"Wyoming",636453168731805184,"upperLevelPrice",3
"Wyoming",636683246158333312,"upperLevelPrice",3
"Wyoming",636705060384800000,"upperLevelPrice",2.4
"Wyoming",636707772012733312,"upperLevelPrice",3
"Utah State",1,"lowerLevelPrice",5
"Utah State",636453168732379648,"lowerLevelPrice",5
"Utah State",636453168732379776,"lowerLevelPrice",5
"Utah State",636683246158333312,"lowerLevelPrice",5
"Utah State",636705060384800000,"lowerLevelPrice",5
"Utah State",636707772012733312,"lowerLevelPrice",5
"Utah State",1,"upperLevelPrice",3
"Utah State",636453168732379648,"upperLevelPrice",3
"Utah State",636453168732379776,"upperLevelPrice",3
"Utah State",636683246158333312,"upperLevelPrice",3
"Utah State",636705060384800000,"upperLevelPrice",2.4
"Utah State",636707772012733312,"upperLevelPrice",3
"San Diego State",1,"lowerLevelPrice",5
"San Diego State",636453168732880640,"lowerLevelPrice",5
"San Diego State",636453168732880768,"lowerLevelPrice",5
"San Diego State",636683246158333312,"lowerLevelPrice",5
"San Diego State",636705060384800000,"lowerLevelPrice",5
"San Diego State",636707772012733312,"lowerLevelPrice",5
"San Diego State",1,"upperLevelPrice",3
"San Diego State",636453168732880640,"upperLevelPrice",3
"San Diego State",636453168732880768,"upperLevelPrice",3
"San Diego State",636683246158333312,"upperLevelPrice",3
"San Diego State",636705060384800000,"upperLevelPrice",2.4
"San Diego State",636707772012733312,"upperLevelPrice",3
"San Jose State",1,"lowerLevelPrice",5
"San Jose State",636453168733388544,"lowerLevelPrice",5
"San Jose State",636453168733388672,"lowerLevelPrice",5
"San Jose State",636683246158333312,"lowerLevelPrice",5
"San Jose State",636705060384800000,"lowerLevelPrice",5
"San Jose State",636707772012733312,"lowerLevelPrice",5
"San Jose State",1,"upperLevelPrice",3
"San Jose State",636453168733388544,"upperLevelPrice",3
"San Jose State",636453168733388672,"upperLevelPrice",3
"San Jose State",636683246158333312,"upperLevelPrice",3
"San Jose State",636705060384800000,"upperLevelPrice",2.4
"San Jose State",636707772012733312,"upperLevelPrice",3
"Fresno State",1,"lowerLevelPrice",5
"Fresno State",636453168733924480,"lowerLevelPrice",5
"Fresno State",636453168733924480,"lowerLevelPrice",5
"Fresno State",636683246158333312,"lowerLevelPrice",5
"Fresno State",636705060384800000,"lowerLevelPrice",5
"Fresno State",636707772012733312,"lowerLevelPrice",5
"Fresno State",1,"upperLevelPrice",3
"Fresno State",636453168733924480,"upperLevelPrice",3
"Fresno State",636453168733924480,"upperLevelPrice",3
"Fresno State",636683246158333312,"upperLevelPrice",3
"Fresno State",636705060384800000,"upperLevelPrice",2.4
"Fresno State",636707772012733312,"upperLevelPrice",3
"Colorado State",1,"lowerLevelPrice",5
"Colorado State",636453168734430592,"lowerLevelPrice",5
"Colorado State",636453168734430720,"lowerLevelPrice",5
"Colorado State",636683246158333312,"lowerLevelPrice",5
"Colorado State",636705060384800000,"lowerLevelPrice",5
"Colorado State",636707772012733312,"lowerLevelPrice",5
"Colorado State",1,"upperLevelPrice",3
"Colorado State",636453168734430592,"upperLevelPrice",3
"Colorado State",636453168734430720,"upperLevelPrice",3
"Colorado State",636683246158333312,"upperLevelPrice",3
"Colorado State",636705060384800000,"upperLevelPrice",2.4
"Colorado State",636707772012733312,"upperLevelPrice",3
"Air Force",1,"lowerLevelPrice",5
"Air Force",636508703888566528,"lowerLevelPrice",5
"Air Force",636509305440866432,"lowerLevelPrice",5
"Air Force",636683246158333312,"lowerLevelPrice",5
"Air Force",636705060384800000,"lowerLevelPrice",5
"Air Force",636707772012733312,"lowerLevelPrice",5
"Air Force",1,"upperLevelPrice",3
"Air Force",636508703888566528,"upperLevelPrice",3
"Air Force",636509305440866432,"upperLevelPrice",3
"Air Force",636683246158333312,"upperLevelPrice",3
"Air Force",636705060384800000,"upperLevelPrice",2.4
"Air Force",636707772012733312,"upperLevelPrice",3
"Boise State",1,"lowerLevelPrice",12
"Boise State",636453168735438336,"lowerLevelPrice",12
"Boise State",636453168735438464,"lowerLevelPrice",12
"Boise State",636683246158333312,"lowerLevelPrice",12
"Boise State",636705060384800000,"lowerLevelPrice",12
"Boise State",636707772012733312,"lowerLevelPrice",12
"Boise State",636726485662599936,"lowerLevelPrice",10
"Boise State",636726485728233344,"lowerLevelPrice",10
"Boise State",1,"upperLevelPrice",8
"Boise State",636453168735438336,"upperLevelPrice",8
"Boise State",636453168735438464,"upperLevelPrice",8
"Boise State",636683246158333312,"upperLevelPrice",8
"Boise State",636705060384800000,"upperLevelPrice",6.4
"Boise State",636707772012733312,"upperLevelPrice",8
"Boise State",636726485662599936,"upperLevelPrice",8
"Boise State",636726485728233344,"upperLevelPrice",5
"Hawaii",1,"lowerLevelPrice",5
"Hawaii",636453168735953280,"lowerLevelPrice",5
"Hawaii",636453168735953408,"lowerLevelPrice",5
"Hawaii",636683246158333312,"lowerLevelPrice",5
"Hawaii",636705060384800000,"lowerLevelPrice",5
"Hawaii",636707772012733312,"lowerLevelPrice",5
"Hawaii",1,"upperLevelPrice",3
"Hawaii",636453168735953280,"upperLevelPrice",3
"Hawaii",636453168735953408,"upperLevelPrice",3
"Hawaii",636683246158333312,"upperLevelPrice",3
"Hawaii",636705060384800000,"upperLevelPrice",2.4
"Hawaii",636707772012733312,"upperLevelPrice",3
"Nevada",1,"lowerLevelPrice",5
"Nevada",636453168736458112,"lowerLevelPrice",5
"Nevada",636453168736458112,"lowerLevelPrice",5
"Nevada",636683246158333312,"lowerLevelPrice",5
"Nevada",636705060384800000,"lowerLevelPrice",5
"Nevada",636707772012733312,"lowerLevelPrice",5
"Nevada",1,"upperLevelPrice",3
"Nevada",636453168736458112,"upperLevelPrice",3
"Nevada",636453168736458112,"upperLevelPrice",3
"Nevada",636683246158333312,"upperLevelPrice",3
"Nevada",636705060384800000,"upperLevelPrice",2.4
"Nevada",636707772012733312,"upperLevelPrice",3
"Nevada-Las Vegas",1,"lowerLevelPrice",5
"Nevada-Las Vegas",636453168736973824,"lowerLevelPrice",5
"Nevada-Las Vegas",636453168736973952,"lowerLevelPrice",5
"Nevada-Las Vegas",636683246158333312,"lowerLevelPrice",5
"Nevada-Las Vegas",636705060384800000,"lowerLevelPrice",5
"Nevada-Las Vegas",636707772012733312,"lowerLevelPrice",5
"Nevada-Las Vegas",1,"upperLevelPrice",3
"Nevada-Las Vegas",636453168736973824,"upperLevelPrice",3
"Nevada-Las Vegas",636453168736973952,"upperLevelPrice",3
"Nevada-Las Vegas",636683246158333312,"upperLevelPrice",3
"Nevada-Las Vegas",636705060384800000,"upperLevelPrice",2.4
"Nevada-Las Vegas",636707772012733312,"upperLevelPrice",3
"New Mexico",1,"lowerLevelPrice",5
"New Mexico",636453168737479552,"lowerLevelPrice",5
"New Mexico",636453168737479552,"lowerLevelPrice",5
"New Mexico",636683246158333312,"lowerLevelPrice",5
"New Mexico",636705060384800000,"lowerLevelPrice",5
"New Mexico",636707772012733312,"lowerLevelPrice",5
"New Mexico",1,"upperLevelPrice",3
"New Mexico",636453168737479552,"upperLevelPrice",3
"New Mexico",636453168737479552,"upperLevelPrice",3
"New Mexico",636683246158333312,"upperLevelPrice",3
"New Mexico",636705060384800000,"upperLevelPrice",2.4
"New Mexico",636707772012733312,"upperLevelPrice",3
"California",1,"lowerLevelPrice",12
"California",636453168737989504,"lowerLevelPrice",12
"California",636453168737989632,"lowerLevelPrice",12
"California",636683246158333312,"lowerLevelPrice",12
"California",636705060384800000,"lowerLevelPrice",12
"California",636707772012733312,"lowerLevelPrice",12
"California",1,"upperLevelPrice",8
"California",636453168737989504,"upperLevelPrice",8
"California",636453168737989632,"upperLevelPrice",8
"California",636683246158333312,"upperLevelPrice",8
"California",636705060384800000,"upperLevelPrice",6.4
"California",636707772012733312,"upperLevelPrice",8
"Arizona",1,"lowerLevelPrice",25
"Arizona",636453168738502912,"lowerLevelPrice",25
"Arizona",636453168738502912,"lowerLevelPrice",25
"Arizona",636512982517434112,"lowerLevelPrice",25
"Arizona",636512982517434240,"lowerLevelPrice",20
"Arizona",636683246158333312,"lowerLevelPrice",15
"Arizona",636705060384800000,"lowerLevelPrice",15
"Arizona",636707772012733312,"lowerLevelPrice",15
"Arizona",1,"upperLevelPrice",15
"Arizona",636453168738502912,"upperLevelPrice",15
"Arizona",636453168738502912,"upperLevelPrice",15
"Arizona",636512982517434112,"upperLevelPrice",10
"Arizona",636512982517434240,"upperLevelPrice",10
"Arizona",636683246158333312,"upperLevelPrice",10
"Arizona",636705060384800000,"upperLevelPrice",8
"Arizona",636707772012733312,"upperLevelPrice",10
"Arizona State",1,"lowerLevelPrice",5
"Arizona State",636453168739133824,"lowerLevelPrice",5
"Arizona State",636453168739133952,"lowerLevelPrice",5
"Arizona State",636683246158333312,"lowerLevelPrice",5
"Arizona State",636705060384800000,"lowerLevelPrice",5
"Arizona State",636707772012733312,"lowerLevelPrice",5
"Arizona State",1,"upperLevelPrice",3
"Arizona State",636453168739133824,"upperLevelPrice",3
"Arizona State",636453168739133952,"upperLevelPrice",3
"Arizona State",636683246158333312,"upperLevelPrice",3
"Arizona State",636705060384800000,"upperLevelPrice",2.4
"Arizona State",636707772012733312,"upperLevelPrice",3
"Colorado",1,"lowerLevelPrice",5
"Colorado",636453168739766656,"lowerLevelPrice",5
"Colorado",636453168739766656,"lowerLevelPrice",5
"Colorado",636683246158333312,"lowerLevelPrice",5
"Colorado",636705060384800000,"lowerLevelPrice",5
"Colorado",636707772012733312,"lowerLevelPrice",5
"Colorado",1,"upperLevelPrice",3
"Colorado",636453168739766656,"upperLevelPrice",3
"Colorado",636453168739766656,"upperLevelPrice",3
"Colorado",636683246158333312,"upperLevelPrice",3
"Colorado",636705060384800000,"upperLevelPrice",2.4
"Colorado",636707772012733312,"upperLevelPrice",3
"Oregon",1,"lowerLevelPrice",12
"Oregon",636453168740358656,"lowerLevelPrice",12
"Oregon",636453168740358784,"lowerLevelPrice",12
"Oregon",636683246158333312,"lowerLevelPrice",12
"Oregon",636705060384800000,"lowerLevelPrice",12
"Oregon",6.3670567011e+17,"lowerLevelPrice",15
"Oregon",636707772012733312,"lowerLevelPrice",15
"Oregon",1,"upperLevelPrice",8
"Oregon",636453168740358656,"upperLevelPrice",8
"Oregon",636453168740358784,"upperLevelPrice",8
"Oregon",636683246158333312,"upperLevelPrice",8
"Oregon",636705060384800000,"upperLevelPrice",6.4
"Oregon",6.3670567011e+17,"upperLevelPrice",6.4
"Oregon",636707772012733312,"upperLevelPrice",8
"Oregon State",1,"lowerLevelPrice",5
"Oregon State",636453168740870272,"lowerLevelPrice",5
"Oregon State",636453168740870272,"lowerLevelPrice",5
"Oregon State",636683246158333312,"lowerLevelPrice",5
"Oregon State",636705060384800000,"lowerLevelPrice",5
"Oregon State",636707772012733312,"lowerLevelPrice",5
"Oregon State",1,"upperLevelPrice",3
"Oregon State",636453168740870272,"upperLevelPrice",3
"Oregon State",636453168740870272,"upperLevelPrice",3
"Oregon State",636683246158333312,"upperLevelPrice",3
"Oregon State",636705060384800000,"upperLevelPrice",2.4
"Oregon State",636707772012733312,"upperLevelPrice",3
"Stanford",1,"lowerLevelPrice",12
"Stanford",636453168741381632,"lowerLevelPrice",12
"Stanford",636453168741381760,"lowerLevelPrice",12
"Stanford",636518815049441920,"lowerLevelPrice",12
"Stanford",636518815049441920,"lowerLevelPrice",20
"Stanford",636537205323516160,"lowerLevelPrice",20
"Stanford",636537205323516288,"lowerLevelPrice",30
"Stanford",636683246158333312,"lowerLevelPrice",28
"Stanford",636705060384800000,"lowerLevelPrice",28
"Stanford",636707772012733312,"lowerLevelPrice",28
"Stanford",636726430676199936,"lowerLevelPrice",35
"Stanford",636726430766499968,"lowerLevelPrice",40
"Stanford",636726430824633344,"lowerLevelPrice",40
"Stanford",1,"upperLevelPrice",8
"Stanford",636453168741381632,"upperLevelPrice",8
"Stanford",636453168741381760,"upperLevelPrice",8
"Stanford",636518815049441920,"upperLevelPrice",12
"Stanford",636518815049441920,"upperLevelPrice",12
"Stanford",636537205323516160,"upperLevelPrice",19
"Stanford",636537205323516288,"upperLevelPrice",19
"Stanford",636683246158333312,"upperLevelPrice",19
"Stanford",636705060384800000,"upperLevelPrice",15.2
"Stanford",636707772012733312,"upperLevelPrice",19
"Stanford",636726430676199936,"upperLevelPrice",19
"Stanford",636726430766499968,"upperLevelPrice",19
"Stanford",636726430824633344,"upperLevelPrice",25
"UCLA",1,"lowerLevelPrice",5
"UCLA",636453168741893888,"lowerLevelPrice",5
"UCLA",636453168741893888,"lowerLevelPrice",5
"UCLA",636512977663108864,"lowerLevelPrice",5
"UCLA",636512977663108864,"lowerLevelPrice",15
"UCLA",636683246158333312,"lowerLevelPrice",15
"UCLA",636705060384800000,"lowerLevelPrice",15
"UCLA",636707772012733312,"lowerLevelPrice",15
"UCLA",1,"upperLevelPrice",3
"UCLA",636453168741893888,"upperLevelPrice",3
"UCLA",636453168741893888,"upperLevelPrice",3
"UCLA",636512977663108864,"upperLevelPrice",10
"UCLA",636512977663108864,"upperLevelPrice",10
"UCLA",636683246158333312,"upperLevelPrice",10
"UCLA",636705060384800000,"upperLevelPrice",8
"UCLA",636707772012733312,"upperLevelPrice",10
"USC",1,"lowerLevelPrice",30
"USC",636453168742401280,"lowerLevelPrice",30
"USC",636453168742401408,"lowerLevelPrice",30
"USC",636510493935946624,"lowerLevelPrice",30
"USC",636510862330596480,"lowerLevelPrice",30
"USC",636510862330596608,"lowerLevelPrice",40
"USC",636635609934533376,"lowerLevelPrice",50
"USC",636635611077799936,"lowerLevelPrice",40
"USC",636635611802666624,"lowerLevelPrice",50
"USC",636683246158333312,"lowerLevelPrice",36
"USC",636705060384800000,"lowerLevelPrice",36
"USC",636707772012733312,"lowerLevelPrice",36
"USC",1,"upperLevelPrice",30
"USC",636453168742401280,"upperLevelPrice",30
"USC",636453168742401408,"upperLevelPrice",30
"USC",636510493935946624,"upperLevelPrice",20
"USC",636510862330596480,"upperLevelPrice",25
"USC",636510862330596608,"upperLevelPrice",25
"USC",636635609934533376,"upperLevelPrice",25
"USC",636635611077799936,"upperLevelPrice",25
"USC",636635611802666624,"upperLevelPrice",25
"USC",636683246158333312,"upperLevelPrice",25
"USC",636705060384800000,"upperLevelPrice",20
"USC",636707772012733312,"upperLevelPrice",25
"Utah",1,"lowerLevelPrice",5
"Utah",636453168742921088,"lowerLevelPrice",5
"Utah",636453168742921088,"lowerLevelPrice",5
"Utah",636683246158333312,"lowerLevelPrice",5
"Utah",636705060384800000,"lowerLevelPrice",5
"Utah",636707772012733312,"lowerLevelPrice",5
"Utah",1,"upperLevelPrice",3
"Utah",636453168742921088,"upperLevelPrice",3
"Utah",636453168742921088,"upperLevelPrice",3
"Utah",636683246158333312,"upperLevelPrice",3
"Utah",636705060384800000,"upperLevelPrice",2.4
"Utah",636707772012733312,"upperLevelPrice",3
"Washington",1,"lowerLevelPrice",20
"Washington",636453168743432960,"lowerLevelPrice",20
"Washington",636453168743433088,"lowerLevelPrice",20
"Washington",636512593426109440,"lowerLevelPrice",20
"Washington",636512593426109440,"lowerLevelPrice",40
"Washington",636537204965253120,"lowerLevelPrice",40
"Washington",636537204965253120,"lowerLevelPrice",59
"Washington",636538019870269568,"lowerLevelPrice",59
"Washington",636538019870269696,"lowerLevelPrice",75
"Washington",636683246158333312,"lowerLevelPrice",123
"Washington",636691907452433280,"lowerLevelPrice",123
"Washington",6.36691907782e+17,"lowerLevelPrice",115
"Washington",636691919820300032,"lowerLevelPrice",105
"Washington",636698769834400000,"lowerLevelPrice",105
"Washington",636698769907699968,"lowerLevelPrice",131
"Washington",636705060384800000,"lowerLevelPrice",131
"Washington",636707772012733312,"lowerLevelPrice",131
"Washington",636726650223466624,"lowerLevelPrice",131
"Washington",636726650348466688,"lowerLevelPrice",150
"Washington",1,"upperLevelPrice",15
"Washington",636453168743432960,"upperLevelPrice",15
"Washington",636453168743433088,"upperLevelPrice",15
"Washington",636512593426109440,"upperLevelPrice",25
"Washington",636512593426109440,"upperLevelPrice",25
"Washington",636537204965253120,"upperLevelPrice",39
"Washington",636537204965253120,"upperLevelPrice",39
"Washington",636538019870269568,"upperLevelPrice",49
"Washington",636538019870269696,"upperLevelPrice",49
"Washington",636683246158333312,"upperLevelPrice",85
"Washington",636691907452433280,"upperLevelPrice",75
"Washington",6.36691907782e+17,"upperLevelPrice",75
"Washington",636691919820300032,"upperLevelPrice",75
"Washington",636698769834400000,"upperLevelPrice",90
"Washington",636698769907699968,"upperLevelPrice",90
"Washington",636705060384800000,"upperLevelPrice",72
"Washington",636707772012733312,"upperLevelPrice",90
"Washington",636726650223466624,"upperLevelPrice",100
"Washington",636726650348466688,"upperLevelPrice",100
"Washington State",1,"lowerLevelPrice",12
"Washington State",636453168743936896,"lowerLevelPrice",12
"Washington State",636453168743937024,"lowerLevelPrice",12
"Washington State",636683246158333312,"lowerLevelPrice",12
"Washington State",636705060384800000,"lowerLevelPrice",12
"Washington State",636707772012733312,"lowerLevelPrice",12
"Washington State",1,"upperLevelPrice",8
"Washington State",636453168743936896,"upperLevelPrice",8
"Washington State",636453168743937024,"upperLevelPrice",8
"Washington State",636683246158333312,"upperLevelPrice",8
"Washington State",636705060384800000,"upperLevelPrice",6.4
"Washington State",636707772012733312,"upperLevelPrice",8
"South Carolina",1,"lowerLevelPrice",20
"South Carolina",636453168744439168,"lowerLevelPrice",20
"South Carolina",636453168744439296,"lowerLevelPrice",20
"South Carolina",636683246158333312,"lowerLevelPrice",22
"South Carolina",636705060384800000,"lowerLevelPrice",22
"South Carolina",636707772012733312,"lowerLevelPrice",22
"South Carolina",1,"upperLevelPrice",15
"South Carolina",636453168744439168,"upperLevelPrice",15
"South Carolina",636453168744439296,"upperLevelPrice",15
"South Carolina",636683246158333312,"upperLevelPrice",15
"South Carolina",636705060384800000,"upperLevelPrice",12
"South Carolina",636707772012733312,"upperLevelPrice",15
"Vanderbilt",1,"lowerLevelPrice",5
"Vanderbilt",636453168744943488,"lowerLevelPrice",5
"Vanderbilt",636453168744943616,"lowerLevelPrice",5
"Vanderbilt",636683246158333312,"lowerLevelPrice",5
"Vanderbilt",636705060384800000,"lowerLevelPrice",5
"Vanderbilt",636707772012733312,"lowerLevelPrice",5
"Vanderbilt",1,"upperLevelPrice",3
"Vanderbilt",636453168744943488,"upperLevelPrice",3
"Vanderbilt",636453168744943616,"upperLevelPrice",3
"Vanderbilt",636683246158333312,"upperLevelPrice",3
"Vanderbilt",636705060384800000,"upperLevelPrice",2.4
"Vanderbilt",636707772012733312,"upperLevelPrice",3
"Tennessee",1,"lowerLevelPrice",5
"Tennessee",636453168745447552,"lowerLevelPrice",5
"Tennessee",636453168745447680,"lowerLevelPrice",5
"Tennessee",636683246158333312,"lowerLevelPrice",5
"Tennessee",636705060384800000,"lowerLevelPrice",5
"Tennessee",636707772012733312,"lowerLevelPrice",5
"Tennessee",1,"upperLevelPrice",3
"Tennessee",636453168745447552,"upperLevelPrice",3
"Tennessee",636453168745447680,"upperLevelPrice",3
"Tennessee",636683246158333312,"upperLevelPrice",3
"Tennessee",636705060384800000,"upperLevelPrice",2.4
"Tennessee",636707772012733312,"upperLevelPrice",3
"Texas A&M",1,"lowerLevelPrice",20
"Texas A&M",636453168745954176,"lowerLevelPrice",20
"Texas A&M",636453168745954176,"lowerLevelPrice",20
"Texas A&M",636683246158333312,"lowerLevelPrice",15
"Texas A&M",636705060384800000,"lowerLevelPrice",15
"Texas A&M",636707772012733312,"lowerLevelPrice",15
"Texas A&M",1,"upperLevelPrice",10
"Texas A&M",636453168745954176,"upperLevelPrice",10
"Texas A&M",636453168745954176,"upperLevelPrice",10
"Texas A&M",636683246158333312,"upperLevelPrice",10
"Texas A&M",636705060384800000,"upperLevelPrice",8
"Texas A&M",636707772012733312,"upperLevelPrice",10
"Ole Miss",1,"lowerLevelPrice",5
"Ole Miss",636453168746456832,"lowerLevelPrice",5
"Ole Miss",636453168746456960,"lowerLevelPrice",5
"Ole Miss",636683246158333312,"lowerLevelPrice",5
"Ole Miss",636705060384800000,"lowerLevelPrice",5
"Ole Miss",636707772012733312,"lowerLevelPrice",5
"Ole Miss",1,"upperLevelPrice",3
"Ole Miss",636453168746456832,"upperLevelPrice",3
"Ole Miss",636453168746456960,"upperLevelPrice",3
"Ole Miss",636683246158333312,"upperLevelPrice",3
"Ole Miss",636705060384800000,"upperLevelPrice",2.4
"Ole Miss",636707772012733312,"upperLevelPrice",3
